"","V1","C_ele_gene_ID","WormBase.Gene.ID","Public.Name","Gene.Ontology.Association","Concise.Description","Automated.Description"
"751","Gpal_D383_g11525","F02E8.6","WBGene00003561","ncr-1","cholesterol homeostasis, ""cholesterol transport"", ""dauer larval development"", ""integral component of membrane"", ""late endosome"", ""lipid transport"", ""lysosome"", ""membrane"", ""molecular_function"", ""multicellular organism development"", ""positive regulation of growth rate"", ""regulation of oviposition""","ncr-1 encodes a large transmembrane glycoprotein with a patched-like domain that is orthologous to human NPC1\; NCR-1 and NPC1 are eukaryotic members of the resistance-nodulation-division (RND) family of membrane permeases, and have a putative sterol-sensing domain\; by homology, NCR-1 is predicted to function in intracellular cholesterol and glycolipid trafficking\; in C. elegans, NCR-1 is required for growth and survival in the absence of cholesterol, newly hatched ncr-1 mutant larvae grow poorly on cholesterol-free medium and die at the L1 or L2 stage\; NCR-1 is also involved in negative regulation of dauer formation, being required redundantly with NCR-2, a second C. elegans NPC1-like protein, for preventing constitutive dauer formation\; dauer formation in ncr-1\; ncr-2 double mutants is suppressed by mutations in daf-12, which encodes a steroid hormone receptor, and by overexpression of daf-9, which encodes a cytochrome P450, suggesting that NCR-1 and NCR-2 may function to transport a sterol precursor that is metabolized by DAF-9 to then serve as the DAF-12 ligand.","Is involved in several processes, including cholesterol homeostasis\; positive regulation of growth rate\; and regulation of oviposition. Is expressed in several structures, including excretory cell\; head neurons\; hypodermis\; lumbar neurons\; and pharynx. Is used to study Niemann-Pick disease. Human ortholog(s) of this gene are implicated in Niemann-Pick disease type C1. Is an ortholog of human NPC1 (NPC intracellular cholesterol transporter 1)."
"752","Gpal_D383_g02932","F46C5.6","WBGene00009781","F46C5.6","cytosol, ""negative regulation of phosphoprotein phosphatase activity"", ""protein phosphatase regulator activity"", ""protein serine/threonine phosphatase complex"", ""regulation of protein serine/threonine phosphatase activity""","N.A.","Is enriched in GABAergic neurons\; body wall musculature\; head mesodermal cell\; mechanosensory neurons\; and muscle cell based on microarray\; tiling array\; and RNA-seq studies. Is affected by several genes including daf-2\; eat-2\; and sir-2.1 based on microarray and RNA-seq studies. Is affected by nine chemicals including stavudine\; Zidovudine\; and Psoralens based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Armadillo-like helical\; Armadillo-type fold\; and Serine\/threonine-protein phosphatase 4 regulatory subunit 4. Is an ortholog of human PPP4R4 (protein phosphatase 4 regulatory subunit 4)."
"753","Gpal_D383_g11394","F44G4.4","WBGene00006514","tdp-1","cytoplasm, ""determination of adult lifespan"", ""hyperosmotic response"", ""mRNA processing"", ""nucleic acid binding"", ""nucleoplasm"", ""nucleus"", ""positive regulation of gene expression"", ""protein binding"", ""regulation of gene expression"", ""response to oxidative stress"", ""RNA binding"", ""RNA splicing"", ""single-stranded RNA binding""","tdp-1 encodes the C. elegans ortholog of human TAR DNA\/RNA binding protein TDP-43 (HGNC:TARDBP)\; in C. elegans TDP-1 is involved in the response to oxidative stress and age-dependent proteotoxicity\; tdp-1 exhibits a dose-dependent effect on lifespan, and is required for the long lifespan and oxidative stress resistance of daf-2 mutants\; based on homology to TDP-43, TDP-1 is predicted to have nucleic acid binding activity and function in RNA processing and metabolism\; TDP-1 is widely expressed and in unstressed animals is found at low levels in the nucleus\; in the presence of oxidative stress, however, TDP-1 levels increase.","Enables single-stranded RNA binding activity. Is involved in several processes, including determination of adult lifespan\; hyperosmotic response\; and response to oxidative stress. Located in nucleus. Is expressed in several structures, including body wall musculature\; intestine\; muscle cell\; neurons\; and pharynx. Is used to study amyotrophic lateral sclerosis. Human ortholog(s) of this gene are implicated in Lewy body dementia\; neurodegenerative disease (multiple)\; and progressive supranuclear palsy. Is an ortholog of human TARDBP (TAR DNA binding protein)."
"754","Gpal_D383_g07371","F32B5.7","WBGene00017980","F32B5.7","N.A.","N.A.","Is enriched in head mesodermal cell\; muscle cell\; neurons\; and retrovesicular ganglion based on microarray\; tiling array\; and RNA-seq studies. Is affected by several genes including daf-12\; hsf-1\; and eat-2 based on microarray\; tiling array\; and RNA-seq studies. Is affected by seven chemicals including stavudine\; Zidovudine\; and Psoralens based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Glycine-rich domain-containing protein-like and Glycine-rich domain-containing protein-like."
"755","Gpal_D383_g06888","Y71G12A.3","WBGene00022139","tub-2","N.A.","N.A.","Is enriched in head mesodermal cell and neurons based on microarray and RNA-seq studies. Is affected by several genes including daf-2\; daf-12\; and eat-2 based on microarray\; tiling array\; RNA-seq\; and proteomic studies. Is affected by five chemicals including rotenone\; Rifampin\; and Sirolimus based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Tub family\; Tubby, C-terminal\; and Tubby-like, C-terminal. Is an ortholog of human TULP4 (TUB like protein 4)."
"756","Gpal_D383_g03898","Y105C5A.23","WBGene00013642","daf-38","G protein-coupled peptide receptor activity, ""G protein-coupled receptor activity"", ""G protein-coupled receptor signaling pathway involved in dauer larval development"", ""G protein-coupled receptor signaling pathway"", ""integral component of membrane"", ""integral component of plasma membrane"", ""membrane"", ""neuropeptide signaling pathway"", ""plasma membrane"", ""protein heterodimerization activity"", ""signal transduction""","daf-38 encodes a G-protein coupled receptor (GPCR) with homology to human gonadotropin-releasing hormone receptor\; daf-38 participates in perception of ascr#2 as well as other ascarosides, which are the major small-molecule components of the dauer pheromone and control developmental diapause (dauer), olfactory learning, social behavior and lifespan\;  daf-38 forms a  heterodimer with daf-37 (a GPCR that belongs to the serpentine receptor class w (Srw) family of chemoreceptors) that also participates in perception of the ascaroside, ascr#2), most likely to form a functional receptor complex\; daf-38 and daf-37 are expressed in chemosensory neurons.","Enables protein heterodimerization activity. Is involved in G protein-coupled receptor signaling pathway involved in dauer larval development. Is expressed in chemosensory neurons and head neurons."
"757","Gpal_D383_g01459","T23E7.2","WBGene00020732","T23E7.2","N.A.","N.A.","Is enriched in body wall muscle cell\; germ line\; head mesodermal cell\; and muscle cell based on proteomic\; tiling array\; RNA-seq\; and microarray studies. Is affected by several genes including daf-16\; daf-2\; and daf-12 based on microarray\; RNA-seq\; and proteomic studies. Is affected by twenty-one chemicals including 1-methylnicotinamide\; nicotinic acid\; and D-glucose based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domain: Phosphorylation site. Is an ortholog of human FAM186A (family with sequence similarity 186 member A)."
"758","Gpal_D383_g02098","R02F11.1","WBGene00019839","R02F11.1","N.A.","N.A.","Is enriched in mechanosensory neurons\; pharynx\; and somatic gonad precursor based on microarray\; tiling array\; and RNA-seq studies. Is affected by several genes including daf-16\; daf-2\; and skn-1 based on microarray and RNA-seq studies. Is affected by twenty-one chemicals including methylmercury hydroxide\; 1-methylnicotinamide\; and D-glucose based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domain: ."
"759","Gpal_D383_g11655","R10D12.13","WBGene00011194","R10D12.13","N.A.","N.A.","Is enriched in germ line and intestine based on RNA-seq and microarray studies. Is affected by several genes including daf-2\; let-60\; and hsf-1 based on microarray and RNA-seq studies. Is affected by four chemicals including Atrazine\; Hydrolyzable Tannins\; and Colistin based on microarray studies. Is predicted to encode a protein with the following domains: Coiled-coil domain containing protein (DUF2052)\; Ccdc97-like\; and Domain of unknown function DUF2052. Is an ortholog of human CCDC97 (coiled-coil domain containing 97)."
"760","Gpal_D383_g11210","F18C5.3","WBGene00007050","utp-20","90S preribosome, ""nucleolus"", ""small-subunit processome""","N.A.","Is enriched in germ line\; hypodermis\; and somatic gonad precursor based on RNA-seq studies. Is affected by several genes including daf-2\; hsf-1\; and sir-2.1 based on RNA-seq and microarray studies. Is affected by thirteen chemicals including rotenone\; D-glucose\; and Alovudine based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Down-regulated in metastasis\; Down-regulated-in-metastasis protein\; and Armadillo-type fold. Is an ortholog of human UTP20 (UTP20 small subunit processome component)."
"761","Gpal_D383_g14293","C06A12.3","WBGene00007357","C06A12.3","cytoplasm, ""kinase regulator activity"", ""protein kinase A binding"", ""regulation of canonical Wnt signaling pathway"", ""regulation of kinase activity""","N.A.","Is enriched in coelomocyte\; head mesodermal cell\; male-specific anatomical entity\; muscle cell\; and neurons based on tiling array\; RNA-seq\; proteomic\; and microarray studies. Is affected by several genes including daf-16\; daf-2\; and skn-1 based on RNA-seq and microarray studies. Is affected by twelve chemicals including manganese chloride\; Psoralens\; and allantoin based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Protein of unknown function (DUF727)\; GSKIP domain\; GSKIP domain superfamily\; and GSK3B-interacting protein. Is an ortholog of human GSKIP (GSK3B interacting protein)."
"762","Gpal_D383_g08257","Y38C1AB.8","WBGene00001492","frm-5.1","N.A.","frm-5.1 encodes a protein that contains a FERM (Band 4.1-ezrin-radixin-moesin) domain near the center of the molecule and two C-terminal PDZ domains\; by homology, FRM-5.1 is predicted to function as a membrane-cytoskeleton linker protein that plays a role in cell adhesion, migration, or organization of cell surface structures\; the FRM-5.1 FERM and PDZ domains are most similar to those found in cytoplasmic protein tyrosine phosphatases, even though FRM-5.1 does not appear to be a phosphatase.","Is enriched in OLL\; PVD\; coelomocyte\; head mesodermal cell\; and muscle cell based on microarray\; tiling array\; and RNA-seq studies. Is affected by several genes including daf-16\; pgl-1\; and aak-2 based on microarray\; tiling array\; and RNA-seq studies. Is affected by seven chemicals including rotenone\; Psoralens\; and allantoin based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: PDZ domain\; FERM N-terminal domain\; FERM central domain\; FERM C-terminal PH-like domain\; PDZ domain\; KIND domain\; PH-like domain superfamily\; FERM\/acyl-CoA-binding protein superfamily\; FERM, N-terminal\; FERM, C-terminal PH-like domain\; FERM central domain\; Band 4.1 domain\; Ubiquitin-like domain superfamily\; FERM superfamily, second domain\; and PDZ superfamily. Is an ortholog of human FRMPD2 (FERM and PDZ domain containing 2)."
"763","Gpal_D383_g09179","F54B3.1","WBGene00010013","F54B3.1","peroxisome","N.A.","Is enriched in germ line based on RNA-seq studies. Is affected by several genes including daf-2\; hsf-1\; and eat-2 based on microarray and RNA-seq studies. Is affected by nine chemicals including rotenone\; D-glucose\; and Alovudine based on RNA-seq and microarray studies. Human ortholog(s) of this gene are implicated in early infantile epileptic encephalopathy 18. Is predicted to encode a protein with the following domains: Phosphorylation site and Protein SZT2. Is an ortholog of human SZT2 (SZT2 subunit of KICSTOR complex)."
